facet_id,facet_name,category,scoring_type,rubric,batch_id
1,Risktaking,Personality,inferred,"1=No evidence of Risktaking in the conversation; 2=Slight trace of Risktaking; 3=Moderate presence of Risktaking; 4=Clear and notable Risktaking; 5=Very strong, dominant Risktaking",0
121,Inversion comfort level,General,external,"1=No evidence of Inversion comfort level in the conversation; 2=Slight trace of Inversion comfort level; 3=Moderate presence of Inversion comfort level; 4=Clear and notable Inversion comfort level; 5=Very strong, dominant Inversion comfort level",12
122,Affection,Emotion,inferred,"1=No evidence of Affection in the conversation; 2=Slight trace of Affection; 3=Moderate presence of Affection; 4=Clear and notable Affection; 5=Very strong, dominant Affection",12
123,Numeric Filing Skills,General,inferred,"1=No evidence of Numeric Filing Skills in the conversation; 2=Slight trace of Numeric Filing Skills; 3=Moderate presence of Numeric Filing Skills; 4=Clear and notable Numeric Filing Skills; 5=Very strong, dominant Numeric Filing Skills",12
124,Martyrdom,General,inferred,"1=No evidence of Martyrdom in the conversation; 2=Slight trace of Martyrdom; 3=Moderate presence of Martyrdom; 4=Clear and notable Martyrdom; 5=Very strong, dominant Martyrdom",12
125,Parathyroid-hormone level,Health,external,"1=No evidence of Parathyroid-hormone level in the conversation; 2=Slight trace of Parathyroid-hormone level; 3=Moderate presence of Parathyroid-hormone level; 4=Clear and notable Parathyroid-hormone level; 5=Very strong, dominant Parathyroid-hormone level",12
126,Seeking approval,General,inferred,"1=No evidence of Seeking approval in the conversation; 2=Slight trace of Seeking approval; 3=Moderate presence of Seeking approval; 4=Clear and notable Seeking approval; 5=Very strong, dominant Seeking approval",12
127,Judging (J),General,inferred,"1=No evidence of Judging (J) in the conversation; 2=Slight trace of Judging (J); 3=Moderate presence of Judging (J); 4=Clear and notable Judging (J); 5=Very strong, dominant Judging (J)",12
128,Big Five facet Openness – Artistic Interests,Personality,inferred,"1=No evidence of Big Five facet Openness – Artistic Interests in the conversation; 2=Slight trace of Big Five facet Openness – Artistic Interests; 3=Moderate presence of Big Five facet Openness – Artistic Interests; 4=Clear and notable Big Five facet Openness – Artistic Interests; 5=Very strong, dominant Big Five facet Openness – Artistic Interests",12
129,Psychological construct: Operant-Learning rate,Cognition,inferred,"1=No evidence of Psychological construct: Operant-Learning rate in the conversation; 2=Slight trace of Psychological construct: Operant-Learning rate; 3=Moderate presence of Psychological construct: Operant-Learning rate; 4=Clear and notable Psychological construct: Operant-Learning rate; 5=Very strong, dominant Psychological construct: Operant-Learning rate",12
130,Psychological construct: Need for Achievement level,Cognition,external,"1=No evidence of Psychological construct: Need for Achievement level in the conversation; 2=Slight trace of Psychological construct: Need for Achievement level; 3=Moderate presence of Psychological construct: Need for Achievement level; 4=Clear and notable Psychological construct: Need for Achievement level; 5=Very strong, dominant Psychological construct: Need for Achievement level",12
131,Cantankerousness,General,inferred,"1=No evidence of Cantankerousness in the conversation; 2=Slight trace of Cantankerousness; 3=Moderate presence of Cantankerousness; 4=Clear and notable Cantankerousness; 5=Very strong, dominant Cantankerousness",13
132,Material properties knowledge,General,inferred,"1=No evidence of Material properties knowledge in the conversation; 2=Slight trace of Material properties knowledge; 3=Moderate presence of Material properties knowledge; 4=Clear and notable Material properties knowledge; 5=Very strong, dominant Material properties knowledge",13
133,Hostility,Safety,inferred,"1=No evidence of Hostility in the conversation; 2=Slight trace of Hostility; 3=Moderate presence of Hostility; 4=Clear and notable Hostility; 5=Very strong, dominant Hostility",13
134,Independence,General,inferred,"1=No evidence of Independence in the conversation; 2=Slight trace of Independence; 3=Moderate presence of Independence; 4=Clear and notable Independence; 5=Very strong, dominant Independence",13
135,Sufi practice: Sufi retreat attendance count,Spirituality,external,"1=No evidence of Sufi practice: Sufi retreat attendance count in the conversation; 2=Slight trace of Sufi practice: Sufi retreat attendance count; 3=Moderate presence of Sufi practice: Sufi retreat attendance count; 4=Clear and notable Sufi practice: Sufi retreat attendance count; 5=Very strong, dominant Sufi practice: Sufi retreat attendance count",13
136,Chromatin-accessibility score,General,external,"1=No evidence of Chromatin-accessibility score in the conversation; 2=Slight trace of Chromatin-accessibility score; 3=Moderate presence of Chromatin-accessibility score; 4=Clear and notable Chromatin-accessibility score; 5=Very strong, dominant Chromatin-accessibility score",13
137,Spiritual virtue: Humility practice index,Spirituality,inferred,"1=No evidence of Spiritual virtue: Humility practice index in the conversation; 2=Slight trace of Spiritual virtue: Humility practice index; 3=Moderate presence of Spiritual virtue: Humility practice index; 4=Clear and notable Spiritual virtue: Humility practice index; 5=Very strong, dominant Spiritual virtue: Humility practice index",13
138,I Ching hexagram 36 resonance level,Spirituality,external,"1=No evidence of I Ching hexagram 36 resonance level in the conversation; 2=Slight trace of I Ching hexagram 36 resonance level; 3=Moderate presence of I Ching hexagram 36 resonance level; 4=Clear and notable I Ching hexagram 36 resonance level; 5=Very strong, dominant I Ching hexagram 36 resonance level",13
139,Well-being component: Engagement,General,external,"1=No evidence of Well-being component: Engagement in the conversation; 2=Slight trace of Well-being component: Engagement; 3=Moderate presence of Well-being component: Engagement; 4=Clear and notable Well-being component: Engagement; 5=Very strong, dominant Well-being component: Engagement",13
140,Need for social interaction,Social,inferred,"1=No evidence of Need for social interaction in the conversation; 2=Slight trace of Need for social interaction; 3=Moderate presence of Need for social interaction; 4=Clear and notable Need for social interaction; 5=Very strong, dominant Need for social interaction",13
141,Peer-collaboration hours,Social,external,"1=No evidence of Peer-collaboration hours in the conversation; 2=Slight trace of Peer-collaboration hours; 3=Moderate presence of Peer-collaboration hours; 4=Clear and notable Peer-collaboration hours; 5=Very strong, dominant Peer-collaboration hours",14
142,Arts and Humanities,General,inferred,"1=No evidence of Arts and Humanities in the conversation; 2=Slight trace of Arts and Humanities; 3=Moderate presence of Arts and Humanities; 4=Clear and notable Arts and Humanities; 5=Very strong, dominant Arts and Humanities",14
143,Religious practice: Quran khatam cycles per year,Spirituality,external,"1=No evidence of Religious practice: Quran khatam cycles per year in the conversation; 2=Slight trace of Religious practice: Quran khatam cycles per year; 3=Moderate presence of Religious practice: Quran khatam cycles per year; 4=Clear and notable Religious practice: Quran khatam cycles per year; 5=Very strong, dominant Religious practice: Quran khatam cycles per year",14
144,Bahá’í spiritual metric: Ridván festival participation,Social,inferred,"1=No evidence of Bahá’í spiritual metric: Ridván festival participation in the conversation; 2=Slight trace of Bahá’í spiritual metric: Ridván festival participation; 3=Moderate presence of Bahá’í spiritual metric: Ridván festival participation; 4=Clear and notable Bahá’í spiritual metric: Ridván festival participation; 5=Very strong, dominant Bahá’í spiritual metric: Ridván festival participation",14
145,Compassion,Social,inferred,"1=No evidence of Compassion in the conversation; 2=Slight trace of Compassion; 3=Moderate presence of Compassion; 4=Clear and notable Compassion; 5=Very strong, dominant Compassion",14
146,Information Retention,General,inferred,"1=No evidence of Information Retention in the conversation; 2=Slight trace of Information Retention; 3=Moderate presence of Information Retention; 4=Clear and notable Information Retention; 5=Very strong, dominant Information Retention",14
147,Eye-contact duration,General,external,"1=No evidence of Eye-contact duration in the conversation; 2=Slight trace of Eye-contact duration; 3=Moderate presence of Eye-contact duration; 4=Clear and notable Eye-contact duration; 5=Very strong, dominant Eye-contact duration",14
148,Self-righteousness,General,inferred,"1=No evidence of Self-righteousness in the conversation; 2=Slight trace of Self-righteousness; 3=Moderate presence of Self-righteousness; 4=Clear and notable Self-righteousness; 5=Very strong, dominant Self-righteousness",14
149,General Mood and Attitude,Emotion,external,"1=No evidence of General Mood and Attitude in the conversation; 2=Slight trace of General Mood and Attitude; 3=Moderate presence of General Mood and Attitude; 4=Clear and notable General Mood and Attitude; 5=Very strong, dominant General Mood and Attitude",14
150,Serotonin transporter availability,Lifestyle,external,"1=No evidence of Serotonin transporter availability in the conversation; 2=Slight trace of Serotonin transporter availability; 3=Moderate presence of Serotonin transporter availability; 4=Clear and notable Serotonin transporter availability; 5=Very strong, dominant Serotonin transporter availability",14
151,Contribution to Group Goals,Behavior,inferred,"1=No evidence of Contribution to Group Goals in the conversation; 2=Slight trace of Contribution to Group Goals; 3=Moderate presence of Contribution to Group Goals; 4=Clear and notable Contribution to Group Goals; 5=Very strong, dominant Contribution to Group Goals",15
152,Dignity,General,inferred,"1=No evidence of Dignity in the conversation; 2=Slight trace of Dignity; 3=Moderate presence of Dignity; 4=Clear and notable Dignity; 5=Very strong, dominant Dignity",15
153,HEXACO Personality Inventory Facets,Personality,inferred,"1=No evidence of HEXACO Personality Inventory Facets in the conversation; 2=Slight trace of HEXACO Personality Inventory Facets; 3=Moderate presence of HEXACO Personality Inventory Facets; 4=Clear and notable HEXACO Personality Inventory Facets; 5=Very strong, dominant HEXACO Personality Inventory Facets",15
154,Evaluating Solutions,General,inferred,"1=No evidence of Evaluating Solutions in the conversation; 2=Slight trace of Evaluating Solutions; 3=Moderate presence of Evaluating Solutions; 4=Clear and notable Evaluating Solutions; 5=Very strong, dominant Evaluating Solutions",15
155,Input,General,inferred,"1=No evidence of Input in the conversation; 2=Slight trace of Input; 3=Moderate presence of Input; 4=Clear and notable Input; 5=Very strong, dominant Input",15
156,Discreteness,General,inferred,"1=No evidence of Discreteness in the conversation; 2=Slight trace of Discreteness; 3=Moderate presence of Discreteness; 4=Clear and notable Discreteness; 5=Very strong, dominant Discreteness",15
157,Energy-healing practice: Reiki sessions / year,Spirituality,external,"1=No evidence of Energy-healing practice: Reiki sessions / year in the conversation; 2=Slight trace of Energy-healing practice: Reiki sessions / year; 3=Moderate presence of Energy-healing practice: Reiki sessions / year; 4=Clear and notable Energy-healing practice: Reiki sessions / year; 5=Very strong, dominant Energy-healing practice: Reiki sessions / year",15
158,Astrology: Rising sign is Scorpio,Spirituality,inferred,"1=No evidence of Astrology: Rising sign is Scorpio in the conversation; 2=Slight trace of Astrology: Rising sign is Scorpio; 3=Moderate presence of Astrology: Rising sign is Scorpio; 4=Clear and notable Astrology: Rising sign is Scorpio; 5=Very strong, dominant Astrology: Rising sign is Scorpio",15
159,Character strength: Social Intelligence,Cognition,inferred,"1=No evidence of Character strength: Social Intelligence in the conversation; 2=Slight trace of Character strength: Social Intelligence; 3=Moderate presence of Character strength: Social Intelligence; 4=Clear and notable Character strength: Social Intelligence; 5=Very strong, dominant Character strength: Social Intelligence",15
160,Bravery,General,inferred,"1=No evidence of Bravery in the conversation; 2=Slight trace of Bravery; 3=Moderate presence of Bravery; 4=Clear and notable Bravery; 5=Very strong, dominant Bravery",15
161,Childhood Experiences,General,inferred,"1=No evidence of Childhood Experiences in the conversation; 2=Slight trace of Childhood Experiences; 3=Moderate presence of Childhood Experiences; 4=Clear and notable Childhood Experiences; 5=Very strong, dominant Childhood Experiences",16
162,Data-sharing consent level,General,external,"1=No evidence of Data-sharing consent level in the conversation; 2=Slight trace of Data-sharing consent level; 3=Moderate presence of Data-sharing consent level; 4=Clear and notable Data-sharing consent level; 5=Very strong, dominant Data-sharing consent level",16
163,Vision-check frequency,General,external,"1=No evidence of Vision-check frequency in the conversation; 2=Slight trace of Vision-check frequency; 3=Moderate presence of Vision-check frequency; 4=Clear and notable Vision-check frequency; 5=Very strong, dominant Vision-check frequency",16
164,Physical-violence exposure,Safety,inferred,"1=No evidence of Physical-violence exposure in the conversation; 2=Slight trace of Physical-violence exposure; 3=Moderate presence of Physical-violence exposure; 4=Clear and notable Physical-violence exposure; 5=Very strong, dominant Physical-violence exposure",16
165,Macronutrient ratio: fat,Health,external,"1=No evidence of Macronutrient ratio: fat in the conversation; 2=Slight trace of Macronutrient ratio: fat; 3=Moderate presence of Macronutrient ratio: fat; 4=Clear and notable Macronutrient ratio: fat; 5=Very strong, dominant Macronutrient ratio: fat",16
166,Cooking and Culinary Arts,Lifestyle,inferred,"1=No evidence of Cooking and Culinary Arts in the conversation; 2=Slight trace of Cooking and Culinary Arts; 3=Moderate presence of Cooking and Culinary Arts; 4=Clear and notable Cooking and Culinary Arts; 5=Very strong, dominant Cooking and Culinary Arts",16
167,Language use,Language,external,"1=No evidence of Language use in the conversation; 2=Slight trace of Language use; 3=Moderate presence of Language use; 4=Clear and notable Language use; 5=Very strong, dominant Language use",16
168,Dance-style mastery diversity,Lifestyle,inferred,"1=No evidence of Dance-style mastery diversity in the conversation; 2=Slight trace of Dance-style mastery diversity; 3=Moderate presence of Dance-style mastery diversity; 4=Clear and notable Dance-style mastery diversity; 5=Very strong, dominant Dance-style mastery diversity",16
169,Satya Adherence,General,inferred,"1=No evidence of Satya Adherence in the conversation; 2=Slight trace of Satya Adherence; 3=Moderate presence of Satya Adherence; 4=Clear and notable Satya Adherence; 5=Very strong, dominant Satya Adherence",16
170,Ethnocentrism,General,inferred,"1=No evidence of Ethnocentrism in the conversation; 2=Slight trace of Ethnocentrism; 3=Moderate presence of Ethnocentrism; 4=Clear and notable Ethnocentrism; 5=Very strong, dominant Ethnocentrism",16
171,Emotional Boundaries,Emotion,inferred,"1=No evidence of Emotional Boundaries in the conversation; 2=Slight trace of Emotional Boundaries; 3=Moderate presence of Emotional Boundaries; 4=Clear and notable Emotional Boundaries; 5=Very strong, dominant Emotional Boundaries",17
172,Creativity in solutions,General,inferred,"1=No evidence of Creativity in solutions in the conversation; 2=Slight trace of Creativity in solutions; 3=Moderate presence of Creativity in solutions; 4=Clear and notable Creativity in solutions; 5=Very strong, dominant Creativity in solutions",17
173,Psychological construct: Hope scale,Cognition,inferred,"1=No evidence of Psychological construct: Hope scale in the conversation; 2=Slight trace of Psychological construct: Hope scale; 3=Moderate presence of Psychological construct: Hope scale; 4=Clear and notable Psychological construct: Hope scale; 5=Very strong, dominant Psychological construct: Hope scale",17
174,Practice frequency: Walking meditation,Spirituality,external,"1=No evidence of Practice frequency: Walking meditation in the conversation; 2=Slight trace of Practice frequency: Walking meditation; 3=Moderate presence of Practice frequency: Walking meditation; 4=Clear and notable Practice frequency: Walking meditation; 5=Very strong, dominant Practice frequency: Walking meditation",17
175,Depression (DEP),Emotion,inferred,"1=No evidence of Depression (DEP) in the conversation; 2=Slight trace of Depression (DEP); 3=Moderate presence of Depression (DEP); 4=Clear and notable Depression (DEP); 5=Very strong, dominant Depression (DEP)",17
176,Understanding Mathematical Concepts,General,inferred,"1=No evidence of Understanding Mathematical Concepts in the conversation; 2=Slight trace of Understanding Mathematical Concepts; 3=Moderate presence of Understanding Mathematical Concepts; 4=Clear and notable Understanding Mathematical Concepts; 5=Very strong, dominant Understanding Mathematical Concepts",17
177,Hypomania (Ma),General,inferred,"1=No evidence of Hypomania (Ma) in the conversation; 2=Slight trace of Hypomania (Ma); 3=Moderate presence of Hypomania (Ma); 4=Clear and notable Hypomania (Ma); 5=Very strong, dominant Hypomania (Ma)",17
178,Goal-Directed Behavior,Behavior,inferred,"1=No evidence of Goal-Directed Behavior in the conversation; 2=Slight trace of Goal-Directed Behavior; 3=Moderate presence of Goal-Directed Behavior; 4=Clear and notable Goal-Directed Behavior; 5=Very strong, dominant Goal-Directed Behavior",17
179,Depth of Emotional Connections,Emotion,inferred,"1=No evidence of Depth of Emotional Connections in the conversation; 2=Slight trace of Depth of Emotional Connections; 3=Moderate presence of Depth of Emotional Connections; 4=Clear and notable Depth of Emotional Connections; 5=Very strong, dominant Depth of Emotional Connections",17
180,Binding foundations index,General,inferred,"1=No evidence of Binding foundations index in the conversation; 2=Slight trace of Binding foundations index; 3=Moderate presence of Binding foundations index; 4=Clear and notable Binding foundations index; 5=Very strong, dominant Binding foundations index",17
181,Ego Dissolution Frequency,General,external,"1=No evidence of Ego Dissolution Frequency in the conversation; 2=Slight trace of Ego Dissolution Frequency; 3=Moderate presence of Ego Dissolution Frequency; 4=Clear and notable Ego Dissolution Frequency; 5=Very strong, dominant Ego Dissolution Frequency",18
182,Activator: Turning thoughts into action,General,inferred,"1=No evidence of Activator: Turning thoughts into action in the conversation; 2=Slight trace of Activator: Turning thoughts into action; 3=Moderate presence of Activator: Turning thoughts into action; 4=Clear and notable Activator: Turning thoughts into action; 5=Very strong, dominant Activator: Turning thoughts into action",18
183,Gnostic spiritual metric: Archon meditation frequency,Spirituality,external,"1=No evidence of Gnostic spiritual metric: Archon meditation frequency in the conversation; 2=Slight trace of Gnostic spiritual metric: Archon meditation frequency; 3=Moderate presence of Gnostic spiritual metric: Archon meditation frequency; 4=Clear and notable Gnostic spiritual metric: Archon meditation frequency; 5=Very strong, dominant Gnostic spiritual metric: Archon meditation frequency",18
184,Exemplariness,General,inferred,"1=No evidence of Exemplariness in the conversation; 2=Slight trace of Exemplariness; 3=Moderate presence of Exemplariness; 4=Clear and notable Exemplariness; 5=Very strong, dominant Exemplariness",18
185,Moral and Ethical Parameters,General,inferred,"1=No evidence of Moral and Ethical Parameters in the conversation; 2=Slight trace of Moral and Ethical Parameters; 3=Moderate presence of Moral and Ethical Parameters; 4=Clear and notable Moral and Ethical Parameters; 5=Very strong, dominant Moral and Ethical Parameters",18
186,Submission,General,inferred,"1=No evidence of Submission in the conversation; 2=Slight trace of Submission; 3=Moderate presence of Submission; 4=Clear and notable Submission; 5=Very strong, dominant Submission",18
187,Frankness,Language,linguistic,"1=No evidence of Frankness in the conversation; 2=Slight trace of Frankness; 3=Moderate presence of Frankness; 4=Clear and notable Frankness; 5=Very strong, dominant Frankness",18
188,Psychological construct: Psychological Safety climate,Cognition,inferred,"1=No evidence of Psychological construct: Psychological Safety climate in the conversation; 2=Slight trace of Psychological construct: Psychological Safety climate; 3=Moderate presence of Psychological construct: Psychological Safety climate; 4=Clear and notable Psychological construct: Psychological Safety climate; 5=Very strong, dominant Psychological construct: Psychological Safety climate",18
189,Psychological construct: Self-Compassion total,Cognition,inferred,"1=No evidence of Psychological construct: Self-Compassion total in the conversation; 2=Slight trace of Psychological construct: Self-Compassion total; 3=Moderate presence of Psychological construct: Self-Compassion total; 4=Clear and notable Psychological construct: Self-Compassion total; 5=Very strong, dominant Psychological construct: Self-Compassion total",18
190,Psychological construct: Executive-Function composite,Cognition,inferred,"1=No evidence of Psychological construct: Executive-Function composite in the conversation; 2=Slight trace of Psychological construct: Executive-Function composite; 3=Moderate presence of Psychological construct: Executive-Function composite; 4=Clear and notable Psychological construct: Executive-Function composite; 5=Very strong, dominant Psychological construct: Executive-Function composite",18
191,Rebelliousness,Personality,inferred,"1=No evidence of Rebelliousness in the conversation; 2=Slight trace of Rebelliousness; 3=Moderate presence of Rebelliousness; 4=Clear and notable Rebelliousness; 5=Very strong, dominant Rebelliousness",19
192,Volunteer Work,General,inferred,"1=No evidence of Volunteer Work in the conversation; 2=Slight trace of Volunteer Work; 3=Moderate presence of Volunteer Work; 4=Clear and notable Volunteer Work; 5=Very strong, dominant Volunteer Work",19
193,Intellect,General,inferred,"1=No evidence of Intellect in the conversation; 2=Slight trace of Intellect; 3=Moderate presence of Intellect; 4=Clear and notable Intellect; 5=Very strong, dominant Intellect",19
194,Use of Mathematical Formulas,General,inferred,"1=No evidence of Use of Mathematical Formulas in the conversation; 2=Slight trace of Use of Mathematical Formulas; 3=Moderate presence of Use of Mathematical Formulas; 4=Clear and notable Use of Mathematical Formulas; 5=Very strong, dominant Use of Mathematical Formulas",19
195,Coarseness,General,inferred,"1=No evidence of Coarseness in the conversation; 2=Slight trace of Coarseness; 3=Moderate presence of Coarseness; 4=Clear and notable Coarseness; 5=Very strong, dominant Coarseness",19
196,Behavioral Tendencies and Subcomponents,General,inferred,"1=No evidence of Behavioral Tendencies and Subcomponents in the conversation; 2=Slight trace of Behavioral Tendencies and Subcomponents; 3=Moderate presence of Behavioral Tendencies and Subcomponents; 4=Clear and notable Behavioral Tendencies and Subcomponents; 5=Very strong, dominant Behavioral Tendencies and Subcomponents",19
197,Sensitivity,General,inferred,"1=No evidence of Sensitivity in the conversation; 2=Slight trace of Sensitivity; 3=Moderate presence of Sensitivity; 4=Clear and notable Sensitivity; 5=Very strong, dominant Sensitivity",19
198,Divided Attention Ability,Cognition,inferred,"1=No evidence of Divided Attention Ability in the conversation; 2=Slight trace of Divided Attention Ability; 3=Moderate presence of Divided Attention Ability; 4=Clear and notable Divided Attention Ability; 5=Very strong, dominant Divided Attention Ability",19
199,Psychological construct: Acculturative Stress score,Cognition,external,"1=No evidence of Psychological construct: Acculturative Stress score in the conversation; 2=Slight trace of Psychological construct: Acculturative Stress score; 3=Moderate presence of Psychological construct: Acculturative Stress score; 4=Clear and notable Psychological construct: Acculturative Stress score; 5=Very strong, dominant Psychological construct: Acculturative Stress score",19
200,Dauntlessness,General,inferred,"1=No evidence of Dauntlessness in the conversation; 2=Slight trace of Dauntlessness; 3=Moderate presence of Dauntlessness; 4=Clear and notable Dauntlessness; 5=Very strong, dominant Dauntlessness",19
201,Concreteness,General,inferred,"1=No evidence of Concreteness in the conversation; 2=Slight trace of Concreteness; 3=Moderate presence of Concreteness; 4=Clear and notable Concreteness; 5=Very strong, dominant Concreteness",20
202,Hysteria (Hy),Emotion,inferred,"1=No evidence of Hysteria (Hy) in the conversation; 2=Slight trace of Hysteria (Hy); 3=Moderate presence of Hysteria (Hy); 4=Clear and notable Hysteria (Hy); 5=Very strong, dominant Hysteria (Hy)",20
203,Jewish spiritual metric: Sukkot lulav-shaking days,Spirituality,external,"1=No evidence of Jewish spiritual metric: Sukkot lulav-shaking days in the conversation; 2=Slight trace of Jewish spiritual metric: Sukkot lulav-shaking days; 3=Moderate presence of Jewish spiritual metric: Sukkot lulav-shaking days; 4=Clear and notable Jewish spiritual metric: Sukkot lulav-shaking days; 5=Very strong, dominant Jewish spiritual metric: Sukkot lulav-shaking days",20
204,Sentence Structure,Language,linguistic,"1=No evidence of Sentence Structure in the conversation; 2=Slight trace of Sentence Structure; 3=Moderate presence of Sentence Structure; 4=Clear and notable Sentence Structure; 5=Very strong, dominant Sentence Structure",20
205,Esteem Needs,General,inferred,"1=No evidence of Esteem Needs in the conversation; 2=Slight trace of Esteem Needs; 3=Moderate presence of Esteem Needs; 4=Clear and notable Esteem Needs; 5=Very strong, dominant Esteem Needs",20
206,Understanding mechanical concepts,General,inferred,"1=No evidence of Understanding mechanical concepts in the conversation; 2=Slight trace of Understanding mechanical concepts; 3=Moderate presence of Understanding mechanical concepts; 4=Clear and notable Understanding mechanical concepts; 5=Very strong, dominant Understanding mechanical concepts",20
207,Auditory Memory Recall,Cognition,inferred,"1=No evidence of Auditory Memory Recall in the conversation; 2=Slight trace of Auditory Memory Recall; 3=Moderate presence of Auditory Memory Recall; 4=Clear and notable Auditory Memory Recall; 5=Very strong, dominant Auditory Memory Recall",20
208,Storytelling proficiency,Language,linguistic,"1=No evidence of Storytelling proficiency in the conversation; 2=Slight trace of Storytelling proficiency; 3=Moderate presence of Storytelling proficiency; 4=Clear and notable Storytelling proficiency; 5=Very strong, dominant Storytelling proficiency",20
209,Music-lessons years,General,external,"1=No evidence of Music-lessons years in the conversation; 2=Slight trace of Music-lessons years; 3=Moderate presence of Music-lessons years; 4=Clear and notable Music-lessons years; 5=Very strong, dominant Music-lessons years",20
210,Warmheartedness,General,inferred,"1=No evidence of Warmheartedness in the conversation; 2=Slight trace of Warmheartedness; 3=Moderate presence of Warmheartedness; 4=Clear and notable Warmheartedness; 5=Very strong, dominant Warmheartedness",20
211,Self-effacement,General,inferred,"1=No evidence of Self-effacement in the conversation; 2=Slight trace of Self-effacement; 3=Moderate presence of Self-effacement; 4=Clear and notable Self-effacement; 5=Very strong, dominant Self-effacement",21
212,Outspokenness,Language,inferred,"1=No evidence of Outspokenness in the conversation; 2=Slight trace of Outspokenness; 3=Moderate presence of Outspokenness; 4=Clear and notable Outspokenness; 5=Very strong, dominant Outspokenness",21
213,Sleep-environment temperature,Health,external,"1=No evidence of Sleep-environment temperature in the conversation; 2=Slight trace of Sleep-environment temperature; 3=Moderate presence of Sleep-environment temperature; 4=Clear and notable Sleep-environment temperature; 5=Very strong, dominant Sleep-environment temperature",21
214,Comprehension of spoken information,Cognition,inferred,"1=No evidence of Comprehension of spoken information in the conversation; 2=Slight trace of Comprehension of spoken information; 3=Moderate presence of Comprehension of spoken information; 4=Clear and notable Comprehension of spoken information; 5=Very strong, dominant Comprehension of spoken information",21
215,Blissfulness,Emotion,inferred,"1=No evidence of Blissfulness in the conversation; 2=Slight trace of Blissfulness; 3=Moderate presence of Blissfulness; 4=Clear and notable Blissfulness; 5=Very strong, dominant Blissfulness",21
216,Sequential Memory Recall,Cognition,inferred,"1=No evidence of Sequential Memory Recall in the conversation; 2=Slight trace of Sequential Memory Recall; 3=Moderate presence of Sequential Memory Recall; 4=Clear and notable Sequential Memory Recall; 5=Very strong, dominant Sequential Memory Recall",21
217,Withdrawnness,General,inferred,"1=No evidence of Withdrawnness in the conversation; 2=Slight trace of Withdrawnness; 3=Moderate presence of Withdrawnness; 4=Clear and notable Withdrawnness; 5=Very strong, dominant Withdrawnness",21
218,Hindu spiritual metric: Yoga discipline hours / week,Spirituality,external,"1=No evidence of Hindu spiritual metric: Yoga discipline hours / week in the conversation; 2=Slight trace of Hindu spiritual metric: Yoga discipline hours / week; 3=Moderate presence of Hindu spiritual metric: Yoga discipline hours / week; 4=Clear and notable Hindu spiritual metric: Yoga discipline hours / week; 5=Very strong, dominant Hindu spiritual metric: Yoga discipline hours / week",21
219,Conservatism,General,inferred,"1=No evidence of Conservatism in the conversation; 2=Slight trace of Conservatism; 3=Moderate presence of Conservatism; 4=Clear and notable Conservatism; 5=Very strong, dominant Conservatism",21
220,Adaptability and Flexibility Subcomponents,General,inferred,"1=No evidence of Adaptability and Flexibility Subcomponents in the conversation; 2=Slight trace of Adaptability and Flexibility Subcomponents; 3=Moderate presence of Adaptability and Flexibility Subcomponents; 4=Clear and notable Adaptability and Flexibility Subcomponents; 5=Very strong, dominant Adaptability and Flexibility Subcomponents",21
221,Hindu spiritual metric: Vrata vows observed / year,Spirituality,external,"1=No evidence of Hindu spiritual metric: Vrata vows observed / year in the conversation; 2=Slight trace of Hindu spiritual metric: Vrata vows observed / year; 3=Moderate presence of Hindu spiritual metric: Vrata vows observed / year; 4=Clear and notable Hindu spiritual metric: Vrata vows observed / year; 5=Very strong, dominant Hindu spiritual metric: Vrata vows observed / year",22
222,Ardency,General,inferred,"1=No evidence of Ardency in the conversation; 2=Slight trace of Ardency; 3=Moderate presence of Ardency; 4=Clear and notable Ardency; 5=Very strong, dominant Ardency",22
223,Aesthetic Appreciation,General,inferred,"1=No evidence of Aesthetic Appreciation in the conversation; 2=Slight trace of Aesthetic Appreciation; 3=Moderate presence of Aesthetic Appreciation; 4=Clear and notable Aesthetic Appreciation; 5=Very strong, dominant Aesthetic Appreciation",22
224,Transactional Leadership,Social,inferred,"1=No evidence of Transactional Leadership in the conversation; 2=Slight trace of Transactional Leadership; 3=Moderate presence of Transactional Leadership; 4=Clear and notable Transactional Leadership; 5=Very strong, dominant Transactional Leadership",22
225,Value orientation: Universalism,General,inferred,"1=No evidence of Value orientation: Universalism in the conversation; 2=Slight trace of Value orientation: Universalism; 3=Moderate presence of Value orientation: Universalism; 4=Clear and notable Value orientation: Universalism; 5=Very strong, dominant Value orientation: Universalism",22
226,Perseverance,General,inferred,"1=No evidence of Perseverance in the conversation; 2=Slight trace of Perseverance; 3=Moderate presence of Perseverance; 4=Clear and notable Perseverance; 5=Very strong, dominant Perseverance",22
227,Regularity of Self-Reflection,General,inferred,"1=No evidence of Regularity of Self-Reflection in the conversation; 2=Slight trace of Regularity of Self-Reflection; 3=Moderate presence of Regularity of Self-Reflection; 4=Clear and notable Regularity of Self-Reflection; 5=Very strong, dominant Regularity of Self-Reflection",22
228,Controlling Reactions,General,inferred,"1=No evidence of Controlling Reactions in the conversation; 2=Slight trace of Controlling Reactions; 3=Moderate presence of Controlling Reactions; 4=Clear and notable Controlling Reactions; 5=Very strong, dominant Controlling Reactions",22
